city,neighbourhood_cleansed,total_listings,avg_occupancy,median_price,commercial_pct,licensed_pct,avg_availability,avg_reviews,occupancy_rate,total_listings_norm,avg_occupancy_norm,commercial_pct_norm,activity_score
new-york-city,East Flatbush,511,68.51,105.5,0.51,0.19,223.83,4.77,0.188,0.19494163424124514,0.4217017840099846,0.5425531914893618,0.355
new-york-city,East Harlem,689,46.48,129.0,0.49,0.07,166.61,4.62,0.127,0.2642023346303502,0.25996622861757573,0.5212765957446809,0.314
new-york-city,East Morrisania,11,23.18,152.5,0.36,0.18,144.36,4.74,0.064,0.0003891050583657588,0.08890683503413846,0.3829787234042553,0.112
new-york-city,East New York,289,70.12,115.0,0.56,0.21,237.27,4.72,0.192,0.1085603112840467,0.43352176785845387,0.5957446808510639,0.336
new-york-city,East Village,971,36.7,200.0,0.35,0.06,111.87,4.71,0.101,0.37392996108949417,0.1881653329417811,0.3723404255319149,0.299
new-york-city,Eastchester,10,34.6,125.0,0.7,0.2,347.1,4.86,0.095,0.0,0.17274796270464723,0.7446808510638298,0.218
new-york-city,Edenwald,35,57.0,75.0,0.43,0.09,258.8,4.85,0.156,0.009727626459143969,0.3371999119007415,0.4574468085106383,0.23
new-york-city,Edgemere,12,62.58,138.5,0.33,0.25,293.58,4.6,0.171,0.0007782101167315176,0.3781660671022685,0.3510638297872341,0.222
new-york-city,Elmhurst,304,37.92,60.0,0.77,0.04,73.75,4.7,0.104,0.11439688715953307,0.19712209088906835,0.8191489361702128,0.288
new-york-city,Far Rockaway,57,26.32,123.0,0.61,0.0,223.77,4.77,0.072,0.018287937743190662,0.11195947434109095,0.648936170212766,0.182
new-york-city,Financial District,657,38.97,349.0,0.79,0.46,149.86,4.72,0.107,0.2517509727626459,0.20483077600763525,0.8404255319148937,0.351
new-york-city,Flatbush,442,40.06,106.0,0.43,0.11,162.13,4.8,0.11,0.1680933852140078,0.21283312532119522,0.4574468085106383,0.244
new-york-city,Flatiron District,76,38.34,331.5,0.62,0.28,169.89,4.63,0.105,0.025680933852140077,0.20020556493649513,0.6595744680851064,0.222
new-york-city,Flatlands,106,52.47,112.0,0.38,0.18,245.23,4.82,0.144,0.03735408560311284,0.30394244181778135,0.4042553191489362,0.217
new-york-city,Flushing,405,51.23,88.0,0.68,0.13,156.87,4.66,0.14,0.15369649805447472,0.2948388517729975,0.723404255319149,0.324
new-york-city,Fordham,43,50.65,65.0,0.42,0.02,197.63,4.72,0.139,0.012840466926070038,0.29058072094559867,0.4468085106382979,0.211
new-york-city,Forest Hills,95,35.24,136.0,0.35,0.08,164.18,4.62,0.097,0.033073929961089495,0.17744658982453565,0.3723404255319149,0.159
new-york-city,Fort Greene,269,46.05,173.0,0.32,0.07,119.38,4.78,0.126,0.10077821011673152,0.25680933852140075,0.34042553191489366,0.211
new-york-city,Fort Hamilton,108,147.28,163.0,0.7,0.67,230.25,4.59,0.404,0.03813229571984436,1.0,0.7446808510638298,0.564
new-york-city,Fresh Meadows,36,81.72,89.0,0.75,0.31,219.53,4.67,0.224,0.010116731517509728,0.5186843844064313,0.797872340425532,0.371
new-york-city,Glendale,67,74.66,91.0,0.63,0.09,250.13,4.85,0.205,0.02217898832684825,0.4668526539901622,0.6702127659574468,0.33
new-york-city,Gowanus,134,68.8,195.0,0.39,0.13,155.04,4.84,0.188,0.04824902723735409,0.423830849423684,0.41489361702127664,0.272
new-york-city,Gramercy,242,63.38,229.0,0.52,0.14,144.88,4.71,0.174,0.09027237354085603,0.38403935100212905,0.5531914893617021,0.3
new-york-city,Grant City,18,80.83,103.0,0.94,0.06,157.11,4.85,0.221,0.0031128404669260703,0.5121503560678363,1.0,0.406
new-york-city,Gravesend,80,48.34,110.0,0.69,0.06,127.11,4.7,0.132,0.027237354085603113,0.2736216136847515,0.7340425531914894,0.267
new-york-city,Greenpoint,595,30.57,266.0,0.31,0.12,112.27,4.79,0.084,0.22762645914396887,0.1431612950590999,0.3297872340425532,0.214
new-york-city,Greenwich Village,212,27.91,329.0,0.33,0.02,115.37,4.81,0.076,0.07859922178988327,0.12363262609206371,0.3510638297872341,0.151
new-york-city,Harlem,1695,51.17,122.0,0.47,0.13,161.85,4.74,0.14,0.6556420233463035,0.294398355480508,0.5,0.48
new-york-city,Hell's Kitchen,1529,46.02,220.0,0.67,0.16,186.99,4.66,0.126,0.5910505836575876,0.25658909037515604,0.7127659574468086,0.482
new-york-city,Highbridge,20,44.3,61.5,0.4,0.05,122.45,4.83,0.121,0.0038910505836575876,0.24396152999045587,0.4255319148936171,0.184
new-york-city,Hollis,24,63.38,114.0,0.5,0.12,191.67,4.83,0.174,0.005447470817120622,0.38403935100212905,0.5319148936170213,0.262
new-york-city,Howard Beach,40,29.85,112.5,0.42,0.12,252.82,4.86,0.082,0.011673151750972763,0.13787533954922546,0.4468085106382979,0.149
new-york-city,Hunts Point,29,50.17,59.0,0.79,0.03,171.31,4.68,0.137,0.007392996108949416,0.2870567506056824,0.8404255319148937,0.286
new-york-city,Inwood,161,31.22,55.0,0.46,0.01,78.2,4.62,0.086,0.05875486381322957,0.14793333822773658,0.4893617021276596,0.181
new-york-city,Jackson Heights,200,43.88,72.0,0.62,0.1,115.1,4.58,0.12,0.07392996108949416,0.24087805594302916,0.6595744680851064,0.258
new-york-city,Jamaica,254,68.25,105.0,0.5,0.24,227.81,4.7,0.187,0.09494163424124513,0.4197929667425299,0.5319148936170213,0.312
new-york-city,Jamaica Estates,23,62.83,69.0,0.61,0.04,237.78,4.87,0.172,0.005058365758754864,0.3800014683209749,0.648936170212766,0.284
new-york-city,Jamaica Hills,17,49.47,144.0,0.53,0.18,244.12,4.62,0.136,0.002723735408560311,0.28191762719330443,0.5638297872340426,0.227
new-york-city,Kensington,110,29.49,101.0,0.34,0.07,131.81,4.7,0.081,0.038910505836575876,0.13523236179428821,0.3617021276595745,0.142
new-york-city,Kew Gardens,34,47.65,72.0,0.53,0.12,141.68,4.81,0.131,0.00933852140077821,0.26855590632112175,0.5638297872340426,0.224
new-york-city,Kew Gardens Hills,23,26.74,136.5,0.26,0.04,190.48,4.89,0.073,0.005058365758754864,0.11504294838851771,0.2765957446808511,0.103
new-york-city,Kingsbridge,62,26.37,80.0,0.39,0.0,116.68,4.77,0.072,0.020233463035019456,0.11232655458483225,0.41489361702127664,0.136
new-york-city,Kips Bay,387,43.86,227.0,0.57,0.05,179.94,4.68,0.12,0.14669260700389106,0.2407312238455326,0.6063829787234042,0.276
new-york-city,Laurelton,48,61.44,95.0,0.52,0.21,229.69,4.63,0.168,0.014785992217898832,0.3697966375449673,0.5531914893617021,0.264
new-york-city,Little Italy,106,70.25,180.0,0.7,0.27,212.25,4.62,0.192,0.03735408560311284,0.4344761764921812,0.7446808510638298,0.338
new-york-city,Long Island City,425,52.78,179.5,0.55,0.21,169.35,4.72,0.145,0.1614785992217899,0.3062183393289773,0.5851063829787235,0.304
new-york-city,Longwood,50,54.16,68.0,0.48,0.12,160.26,4.76,0.148,0.01556420233463035,0.31634975405623667,0.5106382978723404,0.235
new-york-city,Lower East Side,633,52.66,217.0,0.45,0.2,148.22,4.65,0.144,0.2424124513618677,0.3053373467439982,0.4787234042553192,0.315
new-york-city,Mariners Harbor,26,47.19,72.0,0.31,0.08,247.42,4.65,0.129,0.0062256809338521405,0.26517876807870194,0.3297872340425532,0.175
new-york-city,Maspeth,76,65.14,98.0,0.38,0.18,172.18,4.82,0.178,0.025680933852140077,0.3969605755818222,0.4042553191489362,0.25
new-york-city,Melrose,20,125.5,91.0,0.6,0.35,205.9,4.81,0.344,0.0038910505836575876,0.8400998458262976,0.6382978723404256,0.465
new-york-city,Middle Village,19,82.11,139.0,0.42,0.21,271.11,4.64,0.225,0.003501945525291829,0.5215476103076132,0.4468085106382979,0.299
new-york-city,Midtown,2037,48.27,305.0,0.82,0.41,188.86,4.6,0.132,0.788715953307393,0.2731077013435137,0.8723404255319149,0.599
new-york-city,Midwood,72,64.43,103.5,0.29,0.11,142.24,4.71,0.177,0.024124513618677044,0.39174803612069603,0.30851063829787234,0.228
new-york-city,Mill Basin,13,57.69,158.0,0.62,0.15,343.46,4.84,0.158,0.0011673151750972762,0.34226561926437116,0.6595744680851064,0.269
new-york-city,Morningside Heights,182,17.96,119.0,0.3,0.02,76.86,4.64,0.049,0.0669260700389105,0.05058365758754864,0.3191489361702128,0.111
new-york-city,Morris Heights,20,31.5,80.5,0.5,0.1,186.2,4.68,0.086,0.0038910505836575876,0.14998898759268775,0.5319148936170213,0.168
new-york-city,Morris Park,34,81.53,60.0,0.65,0.09,206.29,4.91,0.223,0.00933852140077821,0.5172894794802144,0.6914893617021277,0.349
new-york-city,Morrisania,12,26.25,100.0,0.33,0.17,212.92,4.85,0.072,0.0007782101167315176,0.11144556199985316,0.3510638297872341,0.115
new-york-city,Mott Haven,60,43.98,130.0,0.48,0.13,169.57,4.55,0.12,0.019455252918287938,0.24161221643051167,0.5106382978723404,0.207
new-york-city,Mount Hope,33,92.18,56.0,0.67,0.18,253.7,4.78,0.253,0.00894941634241245,0.5954775713971074,0.7127659574468086,0.384
new-york-city,Murray Hill,469,36.57,230.0,0.77,0.17,231.46,4.57,0.1,0.17859922178988327,0.18721092430805372,0.8191489361702128,0.31
new-york-city,New Brighton,12,46.25,116.5,0.42,0.25,249.42,4.65,0.127,0.0007782101167315176,0.2582776594963659,0.4468085106382979,0.193
new-york-city,NoHo,38,14.61,485.0,0.37,0.08,140.39,4.81,0.04,0.010894941634241245,0.025989281256882747,0.39361702127659576,0.093
new-york-city,Nolita,203,39.61,283.0,0.55,0.09,150.06,4.79,0.109,0.07509727626459144,0.20952940312752366,0.5851063829787235,0.231
new-york-city,North Riverdale,11,38.18,98.0,0.27,0.0,159.0,4.89,0.105,0.0003891050583657588,0.199030908156523,0.2872340425531915,0.137
new-york-city,Norwood,36,18.33,93.0,0.33,0.0,250.36,4.62,0.05,0.010116731517509728,0.05330005139123411,0.3510638297872341,0.096
new-york-city,Ozone Park,85,81.69,97.0,0.55,0.14,235.47,4.76,0.224,0.029182879377431907,0.5184641362601865,0.5851063829787235,0.336
new-york-city,Park Slope,302,54.22,200.0,0.31,0.1,134.56,4.82,0.149,0.11361867704280156,0.3167902503487262,0.3297872340425532,0.238
new-york-city,Parkchester,24,25.83,95.5,0.21,0.08,190.58,4.82,0.071,0.005447470817120622,0.10836208795242638,0.22340425531914895,0.09
new-york-city,Pelham Gardens,34,66.06,102.5,0.53,0.18,250.0,4.8,0.181,0.00933852140077821,0.40371485206666174,0.5638297872340426,0.278
new-york-city,Port Morris,31,54.87,298.5,0.68,0.52,287.55,4.16,0.15,0.008171206225680934,0.3215622935173629,0.723404255319149,0.277
new-york-city,Port Richmond,12,16.08,92.0,0.58,0.42,298.58,4.75,0.044,0.0007782101167315176,0.03678144042287643,0.6170212765957447,0.138
new-york-city,Prospect Heights,180,36.12,191.0,0.19,0.09,92.77,4.84,0.099,0.06614785992217899,0.18390720211438216,0.2021276595744681,0.14
new-york-city,Prospect-Lefferts Gardens,377,42.71,110.0,0.45,0.09,168.17,4.68,0.117,0.14280155642023346,0.23228837823948315,0.4787234042553192,0.246
new-york-city,Queens Village,84,55.88,113.0,0.43,0.13,220.38,4.65,0.153,0.028793774319066146,0.3289773144409368,0.4574468085106383,0.235
new-york-city,Randall Manor,19,58.16,121.5,0.47,0.16,243.79,4.91,0.159,0.003501945525291829,0.3457161735555392,0.5,0.24
new-york-city,Red Hook,38,46.79,196.0,0.18,0.13,125.32,4.89,0.128,0.010894941634241245,0.26224212612877174,0.19148936170212766,0.148
new-york-city,Rego Park,69,33.04,104.0,0.43,0.07,124.51,4.76,0.091,0.022957198443579768,0.16129505909991923,0.4574468085106383,0.165
new-york-city,Richmond Hill,95,70.71,98.0,0.57,0.24,213.51,4.76,0.194,0.033073929961089495,0.43785331473460093,0.6063829787234042,0.31
new-york-city,Ridgewood,328,36.08,82.0,0.55,0.06,215.18,4.72,0.099,0.12373540856031129,0.18361353791938914,0.5851063829787235,0.24
new-york-city,Rockaway Beach,54,40.22,140.0,0.44,0.11,198.33,4.8,0.11,0.017120622568093387,0.2140077821011673,0.46808510638297873,0.186
new-york-city,Roosevelt Island,39,61.67,185.0,0.38,0.18,156.9,4.87,0.169,0.011284046692607004,0.37148520666617724,0.4042553191489362,0.234
new-york-city,Rosedale,95,64.28,111.0,0.35,0.23,254.03,4.77,0.176,0.033073929961089495,0.3906467953894721,0.3723404255319149,0.244
new-york-city,Schuylerville,10,24.0,87.0,0.5,0.0,228.8,4.76,0.066,0.0,0.09492695103149548,0.5319148936170213,0.144
new-york-city,Sea Gate,20,129.75,111.5,0.85,0.25,148.2,4.9,0.355,0.0038910505836575876,0.8713016665443066,0.9042553191489362,0.531
new-york-city,Sheepshead Bay,119,51.84,129.0,0.33,0.14,172.76,4.8,0.142,0.042412451361867706,0.29931723074664124,0.3510638297872341,0.207
new-york-city,SoHo,270,37.24,375.0,0.53,0.29,136.57,4.7,0.102,0.10116731517509728,0.1921297995741869,0.5638297872340426,0.23
new-york-city,Soundview,18,43.78,91.0,0.44,0.06,261.72,4.8,0.12,0.0031128404669260703,0.24014389545554657,0.46808510638297873,0.191
new-york-city,South Ozone Park,72,97.21,148.0,0.54,0.4,251.0,4.75,0.266,0.024124513618677044,0.6324058439174802,0.574468085106383,0.378
new-york-city,South Slope,167,45.02,176.0,0.2,0.05,113.21,4.87,0.123,0.06108949416342412,0.24924748550033038,0.21276595744680854,0.167
new-york-city,Springfield Gardens,124,83.74,144.0,0.4,0.34,263.01,4.72,0.229,0.0443579766536965,0.5335144262535789,0.4255319148936171,0.316
new-york-city,St. Albans,132,61.13,109.5,0.42,0.2,233.94,4.76,0.167,0.047470817120622566,0.3675207400337714,0.4468085106382979,0.255
new-york-city,St. George,31,72.9,119.0,0.58,0.1,224.9,4.82,0.2,0.008171206225680934,0.45393142941046916,0.6170212765957447,0.308
new-york-city,Stapleton,18,67.39,86.0,0.67,0.22,283.83,4.83,0.185,0.0031128404669260703,0.41347918655017984,0.7127659574468086,0.309
new-york-city,Stuyvesant Town,46,17.28,200.0,0.22,0.0,100.85,4.47,0.047,0.014007782101167316,0.04559136627266721,0.23404255319148937,0.071
new-york-city,Sunnyside,268,42.73,97.5,0.56,0.07,127.68,4.7,0.117,0.10038910505836576,0.23243521033697961,0.5957446808510639,0.252
new-york-city,Sunset Park,270,77.58,103.0,0.46,0.19,152.2,4.82,0.213,0.10116731517509728,0.488290140224653,0.4893617021276596,0.334
new-york-city,Theater District,321,51.5,373.0,0.8,0.37,220.87,4.4,0.141,0.12101167315175097,0.29682108508920046,0.8510638297872342,0.337
new-york-city,Throgs Neck,29,11.07,159.5,0.38,0.07,268.83,4.7,0.03,0.007392996108949416,0.0,0.4042553191489362,0.084
new-york-city,Tompkinsville,43,57.19,88.0,0.79,0.14,253.49,4.83,0.157,0.012840466926070038,0.33859481682695836,0.8404255319148937,0.309
new-york-city,Tremont,16,15.0,111.0,0.38,0.06,207.88,4.77,0.041,0.0023346303501945525,0.028852507158064748,0.4042553191489362,0.093
new-york-city,Tribeca,159,25.31,366.0,0.63,0.16,168.26,4.76,0.069,0.05797665369649806,0.10454445341751706,0.6702127659574468,0.199
new-york-city,Two Bridges,37,38.78,135.0,0.38,0.05,73.59,4.65,0.106,0.010505836575875487,0.2034358710814184,0.4042553191489362,0.166
new-york-city,Unionport,13,47.0,133.0,0.46,0.15,341.85,4.65,0.129,0.0011673151750972762,0.26378386315248514,0.4893617021276596,0.204
new-york-city,Upper East Side,1424,43.66,200.0,0.61,0.06,196.92,4.68,0.12,0.5501945525291829,0.23926290287056748,0.648936170212766,0.446
new-york-city,Upper West Side,1483,33.56,207.0,0.53,0.08,161.39,4.7,0.092,0.5731517509727626,0.16511269363482858,0.5638297872340426,0.408
new-york-city,Van Nest,12,118.42,141.0,0.67,0.33,314.08,4.68,0.324,0.0007782101167315176,0.7881212833125321,0.7127659574468086,0.458
new-york-city,Vinegar Hill,30,33.27,245.0,0.43,0.03,124.67,4.79,0.091,0.007782101167315175,0.16298362822112916,0.4574468085106383,0.16
new-york-city,Wakefield,68,42.24,90.0,0.6,0.09,217.15,4.78,0.116,0.022568093385214007,0.2288378239483151,0.6382978723404256,0.228
new-york-city,Washington Heights,533,37.04,79.5,0.41,0.06,127.29,4.64,0.101,0.20350194552529183,0.19066147859922178,0.43617021276595747,0.245
new-york-city,West Brighton,25,42.16,75.0,0.52,0.04,251.76,4.71,0.116,0.005836575875486381,0.22825049555832902,0.5531914893617021,0.204
new-york-city,West Village,474,29.73,315.0,0.35,0.06,136.61,4.78,0.081,0.18054474708171206,0.13699434696424637,0.3723404255319149,0.201
new-york-city,Whitestone,17,89.12,98.0,0.59,0.29,202.47,4.7,0.244,0.002723735408560311,0.573012260480141,0.6276595744680851,0.356
new-york-city,Williamsbridge,51,31.2,84.5,0.53,0.12,187.67,4.79,0.085,0.015953307392996108,0.14778650613024005,0.5638297872340426,0.178
new-york-city,Williamsburg,2060,31.33,166.0,0.32,0.06,103.72,4.79,0.086,0.7976653696498055,0.1487409147639674,0.34042553191489366,0.447
new-york-city,Windsor Terrace,85,56.18,166.0,0.24,0.11,150.66,4.86,0.154,0.029182879377431907,0.3311797959033845,0.2553191489361702,0.195
new-york-city,Woodhaven,83,76.12,86.5,0.55,0.16,191.13,4.82,0.209,0.02840466926070039,0.47757139710740776,0.5851063829787235,0.319
new-york-city,Woodside,329,44.51,70.0,0.78,0.06,90.6,4.67,0.122,0.12412451361867705,0.24550326701416927,0.8297872340425533,0.314
seattle,Adams,133,115.76,207.5,0.65,0.83,171.48,4.88,0.317,0.3279569892473118,0.7334015103838892,0.6103896103896104,0.547
seattle,Alki,121,120.93,199.5,0.49,0.83,194.42,4.89,0.331,0.2956989247311828,0.7740717432347388,0.40259740259740256,0.508
seattle,Arbor Heights,25,102.76,152.0,0.44,0.96,207.72,4.92,0.282,0.03763440860215054,0.6311359345500315,0.33766233766233766,0.335
seattle,Atlantic,147,99.54,218.0,0.66,0.72,221.33,4.84,0.273,0.3655913978494624,0.6058055380742605,0.6233766233766234,0.513
seattle,Belltown,383,135.02,225.0,0.72,0.84,225.98,4.79,0.37,1.0,0.8849118942731278,0.7012987012987013,0.894
seattle,Bitter Lake,37,83.49,124.0,0.51,0.73,177.49,4.86,0.229,0.06989247311827956,0.4795468848332284,0.4285714285714286,0.305
seattle,Briarcliff,19,75.58,191.5,0.32,0.74,180.95,4.94,0.207,0.021505376344086023,0.4173222152297042,0.18181818181818182,0.212
seattle,Brighton,72,84.67,138.0,0.69,0.86,190.65,4.81,0.232,0.1639784946236559,0.48882945248584014,0.6623376623376623,0.394
seattle,Broadview,32,70.0,116.0,0.28,0.81,188.19,4.9,0.192,0.056451612903225805,0.3734266834487099,0.1298701298701299,0.198
seattle,Broadway,376,117.58,197.0,0.77,0.75,227.87,4.75,0.322,0.9811827956989247,0.7477186910006293,0.7662337662337663,0.845
seattle,Bryant,52,72.69,147.0,0.63,0.79,182.08,4.76,0.199,0.11021505376344086,0.39458779106356195,0.5844155844155844,0.319
seattle,Cedar Park,21,78.0,104.5,0.33,0.71,195.95,4.88,0.214,0.026881720430107527,0.43635934550031463,0.19480519480519484,0.224
seattle,Central Business District,146,78.77,309.0,0.82,0.87,231.11,4.76,0.216,0.3629032258064516,0.44241661422278156,0.831168831168831,0.488
seattle,Columbia City,116,101.82,135.0,0.47,0.88,197.72,4.79,0.279,0.28225806451612906,0.6237413467589679,0.3766233766233766,0.438
seattle,Crown Hill,36,120.89,117.0,0.61,0.81,192.47,4.87,0.331,0.06720430107526881,0.7737570799244807,0.5584415584415584,0.448
seattle,Dunlap,32,112.69,113.0,0.44,0.75,228.0,4.81,0.309,0.056451612903225805,0.7092511013215859,0.33766233766233766,0.374
seattle,East Queen Anne,144,142.15,231.0,0.64,0.85,225.25,4.85,0.389,0.3575268817204301,0.9410006293266205,0.5974025974025974,0.639
seattle,Eastlake,141,66.64,138.0,0.77,0.84,242.38,4.6,0.183,0.34946236559139787,0.34699496538703584,0.7662337662337663,0.432
seattle,Fairmount Park,71,109.96,145.5,0.54,0.97,208.06,4.81,0.301,0.16129032258064516,0.6877753303964756,0.4675324675324676,0.433
seattle,Fauntleroy,34,109.76,145.0,0.44,0.91,143.29,4.91,0.301,0.06182795698924731,0.6862020138451856,0.33766233766233766,0.367
seattle,First Hill,126,120.9,206.0,0.75,0.71,220.02,4.76,0.331,0.30913978494623656,0.7738357457520453,0.7402597402597403,0.581
seattle,Fremont,249,124.39,179.0,0.6,0.9,190.3,4.84,0.341,0.6397849462365591,0.8012901195720579,0.5454545454545454,0.686
seattle,Gatewood,49,105.96,141.0,0.49,0.8,183.55,4.91,0.29,0.10215053763440861,0.6563089993706733,0.40259740259740256,0.384
seattle,Genesee,49,94.1,197.0,0.47,0.94,187.71,4.94,0.258,0.10215053763440861,0.5630113278791692,0.3766233766233766,0.341
seattle,Georgetown,28,124.5,132.0,0.57,1.0,234.86,4.84,0.341,0.0456989247311828,0.8021554436752675,0.5064935064935064,0.44
seattle,Green Lake,143,97.69,146.0,0.63,0.84,213.79,4.75,0.268,0.3548387096774194,0.5912523599748268,0.5844155844155844,0.495
seattle,Greenwood,129,108.96,139.5,0.47,0.89,166.39,4.84,0.299,0.3172043010752688,0.6799087476400251,0.3766233766233766,0.474
seattle,Haller Lake,83,108.0,84.0,0.7,0.89,164.84,4.74,0.296,0.1935483870967742,0.6723568281938326,0.6753246753246753,0.481
seattle,Harrison/Denny-Blaine,28,82.04,221.0,0.54,0.89,127.93,4.87,0.225,0.0456989247311828,0.4681403398363751,0.4675324675324676,0.299
seattle,High Point,31,79.68,151.0,0.29,0.87,166.48,4.92,0.218,0.053763440860215055,0.4495752045311517,0.14285714285714285,0.23
seattle,Highland Park,35,105.2,134.0,0.46,0.94,207.31,4.87,0.288,0.06451612903225806,0.650330396475771,0.36363636363636365,0.359
seattle,Interbay,15,77.2,200.0,0.53,0.87,167.47,4.81,0.212,0.010752688172043012,0.43006607929515417,0.4545454545454546,0.267
seattle,International District,27,82.11,129.0,0.89,0.81,260.56,4.54,0.225,0.043010752688172046,0.4686910006293266,0.922077922077922,0.389
seattle,Laurelhurst,26,80.92,208.0,0.42,0.92,158.73,4.86,0.222,0.04032258064516129,0.4593297671491504,0.3116883116883117,0.262
seattle,Lawton Park,63,132.83,162.0,0.38,0.84,162.46,4.87,0.364,0.13978494623655913,0.867684078036501,0.25974025974025977,0.455
seattle,Leschi,52,116.96,180.0,0.4,0.81,179.67,4.88,0.32,0.11021505376344086,0.7428414096916298,0.28571428571428575,0.398
seattle,Lower Queen Anne,126,128.98,255.0,0.67,0.79,194.58,4.85,0.353,0.30913978494623656,0.837397734424166,0.6363636363636365,0.586
seattle,Loyal Heights,79,118.04,153.5,0.32,0.92,162.06,4.89,0.323,0.1827956989247312,0.7513373190685966,0.18181818181818182,0.41
seattle,Madison Park,15,96.87,239.0,0.27,0.8,203.07,4.92,0.265,0.010752688172043012,0.5848017621145375,0.11688311688311691,0.262
seattle,Madrona,44,122.8,182.5,0.41,0.86,173.61,4.9,0.336,0.08870967741935484,0.7887822529893014,0.2987012987012987,0.411
seattle,Mann,102,127.1,167.0,0.57,0.75,177.05,4.79,0.348,0.2446236559139785,0.822608558842039,0.5064935064935064,0.528
seattle,Maple Leaf,63,94.37,128.0,0.4,0.89,173.0,4.78,0.259,0.13978494623655913,0.5651353052234109,0.28571428571428575,0.339
seattle,Matthews Beach,35,107.17,158.0,0.49,0.86,147.11,4.91,0.294,0.06451612903225806,0.6658275645059786,0.40259740259740256,0.373
seattle,Meadowbrook,11,85.55,122.0,0.18,0.91,202.82,4.89,0.234,0.0,0.4957520453115166,0.0,0.198
seattle,Mid-Beacon Hill,74,106.86,147.5,0.62,0.89,217.19,4.72,0.293,0.1693548387096774,0.6633889238514789,0.5714285714285714,0.447
seattle,Minor,246,120.33,208.0,0.7,0.82,198.61,4.84,0.33,0.6317204301075269,0.7693517935808685,0.6753246753246753,0.695
seattle,Montlake,43,146.49,154.5,0.53,0.98,170.12,4.89,0.401,0.08602150537634409,0.9751415984896161,0.4545454545454546,0.515
seattle,Mount Baker,81,113.38,146.0,0.48,0.96,147.07,4.87,0.311,0.1881720430107527,0.7146790434235367,0.3896103896103896,0.439
seattle,North Admiral,119,119.97,188.0,0.46,0.92,184.87,4.88,0.329,0.2903225806451613,0.7665198237885462,0.36363636363636365,0.495
seattle,North Beach/Blue Ridge,32,101.44,160.5,0.47,0.91,204.38,4.88,0.278,0.056451612903225805,0.6207520453115166,0.3766233766233766,0.346
seattle,North Beacon Hill,162,127.49,166.0,0.54,0.85,182.19,4.87,0.349,0.40591397849462363,0.8256765261170547,0.4675324675324676,0.586
seattle,North College Park,43,94.33,103.0,0.58,0.7,175.77,4.81,0.258,0.08602150537634409,0.5648206419131528,0.5194805194805194,0.364
seattle,North Delridge,44,138.32,155.0,0.64,0.86,194.27,4.87,0.379,0.08870967741935484,0.9108716173694146,0.5974025974025974,0.519
seattle,North Queen Anne,129,116.12,210.0,0.61,0.91,182.09,4.81,0.318,0.3172043010752688,0.7362334801762115,0.5584415584415584,0.533
seattle,Olympic Hills,25,72.0,118.0,0.6,0.68,221.48,4.88,0.197,0.03763440860215054,0.38915984896161104,0.5454545454545454,0.28
seattle,Phinney Ridge,96,97.41,163.0,0.42,0.94,167.54,4.88,0.267,0.22849462365591397,0.5890497168030208,0.3116883116883117,0.389
seattle,Pike-Market,94,124.57,287.0,0.69,0.83,217.77,4.82,0.341,0.22311827956989247,0.8027061044682189,0.6623376623376623,0.543
seattle,Pinehurst,41,89.49,148.0,0.78,0.88,187.66,4.65,0.245,0.08064516129032258,0.526746381371932,0.7792207792207794,0.399
seattle,Pioneer Square,34,149.65,175.5,0.79,0.62,232.88,4.79,0.41,0.06182795698924731,1.0,0.7922077922077924,0.583
seattle,Portage Bay,16,109.69,175.0,0.5,0.62,187.19,4.81,0.301,0.013440860215053764,0.685651353052234,0.41558441558441556,0.363
seattle,Rainier Beach,54,95.39,139.0,0.44,0.91,220.74,4.78,0.261,0.11559139784946236,0.5731592196349905,0.33766233766233766,0.343
seattle,Rainier View,15,94.6,194.0,0.53,0.67,217.6,4.91,0.259,0.010752688172043012,0.5669446192573945,0.4545454545454546,0.322
seattle,Ravenna,89,89.65,147.5,0.54,0.79,176.89,4.71,0.246,0.20967741935483872,0.5280050346129641,0.4675324675324676,0.389
seattle,Riverview,42,121.71,90.0,0.62,0.98,180.67,4.86,0.333,0.08333333333333333,0.7802076777847702,0.5714285714285714,0.46
seattle,Roosevelt,47,149.21,179.5,0.57,0.94,183.49,4.91,0.409,0.0967741935483871,0.9965387035871618,0.5064935064935064,0.539
seattle,Roxhill,15,91.73,126.0,0.33,0.93,187.2,4.95,0.251,0.010752688172043012,0.5443675267463813,0.19480519480519484,0.261
seattle,Seaview,36,103.64,154.5,0.44,0.92,198.36,4.91,0.284,0.06720430107526881,0.638058527375708,0.33766233766233766,0.35
seattle,Seward Park,55,109.95,147.0,0.31,0.84,188.09,4.83,0.301,0.11827956989247312,0.6876966645689112,0.16883116883116883,0.356
seattle,South Beacon Hill,33,114.45,145.0,0.58,0.85,144.03,4.83,0.314,0.05913978494623656,0.7230962869729389,0.5194805194805194,0.417
seattle,South Delridge,50,116.76,121.0,0.5,0.8,182.6,4.79,0.32,0.10483870967741936,0.7412680931403398,0.41558441558441556,0.422
seattle,South Lake Union,134,22.53,329.5,0.93,0.26,266.27,4.64,0.062,0.33064516129032256,0.0,0.974025974025974,0.327
seattle,South Park,21,124.71,146.5,0.24,0.81,198.24,4.91,0.342,0.026881720430107527,0.803807426054122,0.07792207792207792,0.348
